Date,Year,Season,Field Stage,Stage Type,Pest,Pest Count/Damage,Threshold Status,Action,Pest_Diff,Pest_Trend_Sign,Field,YEAR,DOY,X,T2M,PRECTOTCORR,RH2M,WS2M,GWETROOT,ALLSKY_SFC_PAR_TOT,T2M_MAX,T2M_MIN,WD2M,GWETTOP,TS,ALLSKY_SFC_LW_DWN,QV2M,PS,GWETPROF,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DIFF
2021-09-30,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,2.0,+,Field1,2021.0,273.0,14.0,25.63,4.69,84.12,0.62,0.96,9.37,30.54,22.3,200.4,0.91,27.41,34.7,18.89,98.47,0.95,2.39,9.4
2021-10-01,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,-3.0,-,Field1,2021.0,274.0,11.0,25.57,7.74,86.75,0.63,0.96,9.94,32.52,22.89,279.8,0.92,27.68,34.79,19.36,98.52,0.95,2.57,6.47
2021-10-02,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-3.0,-,Field1,2021.0,275.0,6.0,24.72,8.34,89.47,0.65,0.95,9.12,29.86,22.58,182.2,0.91,25.86,35.02,19.07,98.43,0.94,2.3,8.12
2021-10-03,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,2.0,+,Field1,2021.0,276.0,9.0,23.21,21.08,94.19,0.94,0.96,6.83,25.07,21.86,224.6,0.93,25.41,34.89,18.21,98.36,0.95,1.86,9.18
2021-10-04,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-2.0,-,Field1,2021.0,277.0,6.0,23.25,23.97,96.38,1.44,0.97,6.6,25.14,21.76,215.1,0.94,24.82,35.04,18.67,98.15,0.95,1.78,9.57
2021-10-05,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-5.0,-,Field1,2021.0,278.0,1.0,23.09,15.47,91.56,1.4,0.98,8.95,26.03,20.75,217.8,0.94,24.72,34.67,17.44,98.31,0.96,2.39,11.21
2021-10-06,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-1.0,-,Field1,2021.0,279.0,0.0,24.04,0.31,80.64,0.7,0.97,10.28,29.11,20.42,239.3,0.92,25.57,34.14,17.3,98.34,0.95,2.48,7.6
2021-10-07,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,6.0,+,Field1,2021.0,280.0,8.0,24.14,0.69,86.36,1.05,0.97,9.82,28.39,21.41,285.1,0.92,25.88,34.35,18.26,98.35,0.95,2.5,9.72
2021-10-08,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,3.0,+,Field1,2021.0,281.0,9.0,23.13,7.76,92.34,1.41,0.96,5.84,26.16,21.07,293.0,0.92,24.99,34.57,18.37,98.42,0.95,1.64,8.51
2021-10-09,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,-4.0,-,Field1,2021.0,282.0,7.0,22.35,15.42,93.29,1.6,0.97,3.88,24.39,20.48,292.1,0.93,24.61,34.64,18.19,98.47,0.95,1.1,4.74
2021-10-10,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,2.0,+,Field1,2021.0,283.0,8.0,23.12,6.75,90.96,1.96,0.97,7.54,25.48,21.38,270.9,0.92,24.83,34.92,18.0,98.34,0.95,1.96,11.13
2021-10-11,2021.0,Wet,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-1.0,-,Field1,2021.0,284.0,8.0,23.64,17.02,92.02,2.1,0.97,4.85,26.45,21.89,233.8,0.93,25.65,35.47,18.85,98.12,0.96,1.38,5.89
2021-10-12,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,4.0,+,Field1,2021.0,285.0,10.0,23.79,4.35,87.82,1.33,0.97,8.68,27.68,21.42,222.7,0.92,25.73,35.1,17.98,98.26,0.96,2.19,8.71
2021-10-13,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-8.0,-,Field1,2021.0,286.0,2.0,24.55,4.83,81.83,0.69,0.96,8.32,29.27,21.15,234.6,0.92,26.0,34.89,17.48,98.43,0.95,2.15,10.08
2021-10-14,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,10.0,+,Field1,2021.0,287.0,14.0,24.78,1.55,84.13,0.97,0.96,8.65,29.53,21.15,340.7,0.91,26.04,35.58,17.94,98.38,0.95,2.3,9.39
2021-10-15,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,-3.0,-,Field1,2021.0,288.0,11.0,23.8,14.13,90.5,0.89,0.96,6.71,27.74,21.59,284.4,0.92,24.95,35.34,18.53,98.3,0.95,1.76,7.59
2021-10-16,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,5.0,+,Field1,2021.0,289.0,17.0,25.23,3.21,83.47,0.71,0.96,10.25,30.28,21.84,232.3,0.91,26.71,34.46,18.07,98.4,0.95,2.55,6.32
2021-10-17,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-12.0,-,Field1,2021.0,290.0,4.0,25.77,3.19,84.36,0.66,0.95,9.85,30.44,22.08,84.6,0.91,27.05,35.06,18.97,98.54,0.95,2.47,6.25
2021-10-18,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,8.0,+,Field1,2021.0,291.0,10.0,25.48,5.13,79.62,0.44,0.95,9.3,28.88,21.86,95.8,0.91,26.02,34.99,18.37,98.62,0.95,2.41,7.43
2021-10-19,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-4.0,-,Field1,2021.0,292.0,6.0,25.5,8.05,82.06,0.52,0.95,8.41,29.76,22.05,136.6,0.91,26.28,34.89,18.47,98.79,0.95,2.37,9.75
2021-10-20,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-5.0,-,Field1,2021.0,293.0,1.0,24.78,7.49,86.51,0.65,0.95,8.19,29.21,22.12,155.8,0.91,26.06,34.87,18.35,98.76,0.95,2.21,8.31
2021-10-21,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,3.0,+,Field1,2021.0,294.0,4.0,22.74,16.98,95.52,0.56,0.95,9.31,24.45,20.89,219.9,0.92,23.77,34.75,17.24,98.69,0.95,2.42,7.17
2021-10-22,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,11.0,+,Field1,2021.0,295.0,15.0,24.43,12.47,85.17,0.34,0.96,8.05,29.38,20.9,358.4,0.92,25.42,35.51,17.35,98.63,0.95,2.16,6.4
2021-10-23,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,-7.0,-,Field1,2021.0,296.0,8.0,22.82,51.45,93.58,1.13,0.98,8.42,25.94,21.2,187.6,0.96,24.73,34.78,17.94,98.6,0.97,2.17,9.48
2021-10-24,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-6.0,-,Field1,2021.0,297.0,3.0,23.61,4.95,86.46,0.72,0.98,8.82,28.73,19.98,203.6,0.93,25.43,34.37,17.43,98.61,0.97,2.28,9.84
2021-10-25,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,7.0,+,Field1,2021.0,298.0,10.0,24.66,1.59,83.34,0.75,0.97,9.35,29.56,20.98,319.3,0.93,26.1,34.84,17.79,98.51,0.96,2.29,7.17
2021-10-26,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,-4.0,-,Field1,2021.0,299.0,8.0,24.86,10.8,86.16,0.85,0.97,8.83,29.41,22.01,342.3,0.93,26.59,35.33,18.85,98.52,0.96,2.26,7.04
2021-10-27,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,9.0,+,Field1,2021.0,300.0,17.0,23.83,26.62,93.98,0.63,0.98,6.35,27.18,22.23,213.0,0.95,25.89,35.88,19.18,98.56,0.97,1.8,6.34
2021-10-28,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,-1.0,-,Field1,2021.0,301.0,16.0,25.38,8.66,82.57,0.84,0.98,10.44,30.1,21.88,167.8,0.94,26.74,34.79,18.2,98.59,0.97,2.58,5.11
2021-10-29,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-11.0,-,Field1,2021.0,302.0,3.0,25.44,5.23,80.79,0.61,0.98,9.41,30.73,20.74,82.1,0.93,26.75,34.56,18.44,98.67,0.97,2.31,5.66
2021-10-30,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,3.0,Below Threshold,0.0,1.0,+,Field1,2021.0,303.0,3.0,25.33,2.17,77.17,0.42,0.97,9.66,32.14,19.95,349.5,0.92,26.05,34.53,16.94,98.69,0.97,2.36,7.24
2021-10-31,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-2.0,-,Field1,2021.0,304.0,2.0,23.65,7.47,86.57,0.9,0.97,7.31,28.12,20.73,98.7,0.93,25.19,35.57,17.3,98.69,0.96,1.91,7.42
2021-11-01,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,0.0,0,Field1,2021.0,305.0,2.0,24.34,10.7,81.9,0.92,0.97,9.19,30.1,19.63,46.6,0.92,25.98,34.92,17.47,98.63,0.96,2.35,6.37
2021-11-02,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,13.0,+,Field1,2021.0,306.0,14.0,24.62,3.16,82.47,0.57,0.97,8.6,30.87,19.81,51.8,0.92,26.43,35.36,17.81,98.6,0.96,2.2,7.79
2021-11-03,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-10.0,-,Field1,2021.0,307.0,6.0,24.67,5.29,88.56,1.01,0.96,8.72,29.36,21.92,181.2,0.92,27.18,35.0,18.77,98.51,0.96,2.17,6.67
2021-11-04,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,9.0,+,Field1,2021.0,308.0,13.0,24.76,14.78,89.25,0.79,0.96,9.42,29.43,22.07,195.1,0.93,27.13,34.39,19.2,98.47,0.95,2.27,6.61
2021-11-05,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-6.0,-,Field1,2021.0,309.0,10.0,25.46,2.48,82.82,0.7,0.96,9.32,30.06,22.12,139.8,0.92,27.15,34.68,18.68,98.43,0.95,2.28,7.23
2021-11-06,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,2.0,+,Field1,2021.0,310.0,11.0,25.75,0.58,75.43,0.58,0.96,9.5,30.53,20.79,12.1,0.91,27.32,34.95,17.76,98.29,0.95,2.3,5.57
2021-11-07,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,5.0,+,Field1,2021.0,311.0,14.0,25.93,41.35,81.61,0.6,0.96,9.09,30.81,21.68,63.6,0.94,27.06,35.28,18.84,98.27,0.95,2.26,7.05
2021-11-08,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-7.0,-,Field1,2021.0,312.0,9.0,24.84,7.95,86.94,0.89,0.97,9.4,29.73,21.07,83.6,0.92,26.83,35.03,19.39,98.36,0.96,2.28,5.75
2021-11-09,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,3.0,+,Field1,2021.0,313.0,10.0,24.29,30.88,89.89,0.72,0.98,7.03,28.34,21.47,92.5,0.95,26.41,35.14,19.35,98.42,0.96,1.99,9.53
2021-11-10,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-9.0,-,Field1,2021.0,314.0,3.0,24.48,8.74,87.46,0.87,0.98,9.22,29.41,20.78,90.1,0.93,26.13,34.84,18.83,98.5,0.96,2.32,8.75
2021-11-11,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,5.0,+,Field1,2021.0,315.0,8.0,24.7,15.55,84.79,0.77,0.98,8.84,30.26,20.59,74.8,0.94,26.8,34.86,18.54,98.45,0.96,2.22,6.65
2021-11-12,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,7.0,+,Field1,2021.0,316.0,14.0,23.77,7.0,87.36,0.82,0.98,5.34,27.44,20.88,75.0,0.94,25.67,35.49,18.41,98.53,0.96,1.62,7.67
2021-11-13,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,-4.0,-,Field1,2021.0,317.0,9.0,25.25,3.95,78.93,0.44,0.97,8.54,30.85,20.75,145.9,0.93,26.95,35.17,18.13,98.49,0.96,2.18,6.37
2021-11-14,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,4.0,+,Field1,2021.0,318.0,13.0,25.31,25.39,87.09,0.67,0.97,8.09,29.76,22.47,155.6,0.94,26.53,35.32,19.26,98.42,0.96,2.01,5.98
2021-11-15,2021.0,Wet,Reproductive,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,2.0,+,Field1,2021.0,319.0,18.0,24.02,37.2,91.2,0.8,0.99,8.21,28.44,21.65,221.8,0.95,26.39,35.17,18.43,98.41,0.97,2.15,10.01
2021-11-16,2021.0,Wet,Ripening,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,-3.0,-,Field1,2021.0,320.0,12.0,23.91,21.76,86.49,0.66,0.99,7.74,27.85,20.27,182.4,0.96,25.13,35.51,17.35,98.39,0.97,1.99,6.98
2021-11-17,2021.0,Wet,Ripening,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-8.0,-,Field1,2021.0,321.0,4.0,24.07,16.48,88.72,0.77,0.99,8.41,28.44,21.2,197.0,0.95,26.24,34.7,18.41,98.42,0.97,1.95,6.22
2021-11-18,2021.0,Wet,Ripening,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,8.0,+,Field1,2021.0,322.0,13.0,24.0,5.4,89.49,0.87,0.99,9.0,27.91,21.39,247.0,0.95,25.66,34.46,18.53,98.31,0.97,2.25,8.97
2021-11-19,2021.0,Wet,Ripening,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-10.0,-,Field1,2021.0,323.0,5.0,24.41,2.98,86.76,0.54,0.98,8.57,28.8,21.28,253.1,0.94,26.13,34.63,17.97,98.24,0.96,2.05,6.41
2021-11-20,2021.0,Wet,Ripening,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,8.0,+,Field1,2021.0,324.0,13.0,24.5,9.62,87.87,0.51,0.98,8.73,27.71,21.98,168.6,0.95,26.02,35.05,18.82,98.31,0.96,2.07,5.63
2021-11-21,2021.0,Wet,Ripening,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-9.0,-,Field1,2021.0,325.0,3.0,24.98,12.35,87.83,0.64,0.98,9.0,30.05,21.9,143.3,0.94,26.82,34.87,18.93,98.46,0.96,2.12,5.19
2021-11-22,2021.0,Wet,Ripening,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,7.0,+,Field1,2021.0,326.0,11.0,25.72,12.75,83.5,0.61,0.99,8.11,29.76,22.22,58.2,0.95,26.73,35.18,18.98,98.5,0.96,2.03,7.01
2021-11-23,2021.0,Wet,Ripening,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,4.0,+,Field1,2021.0,327.0,14.0,24.83,2.11,84.35,0.59,0.98,7.93,28.99,21.57,60.2,0.93,26.08,34.21,18.69,98.43,0.96,2.3,11.05
2021-11-24,2021.0,Wet,Ripening,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,0.0,0,Field1,2021.0,328.0,14.0,23.62,13.45,87.65,0.87,0.98,8.22,28.83,19.58,79.8,0.94,25.38,35.09,18.09,98.43,0.96,2.07,6.73
2021-11-25,2021.0,Wet,Ripening,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-12.0,-,Field1,2021.0,329.0,0.0,24.39,6.91,82.36,0.77,0.98,6.97,28.67,20.65,96.6,0.94,26.08,34.77,17.88,98.44,0.95,1.98,10.01
2021-11-26,2021.0,Wet,Ripening,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,2.0,+,Field1,2021.0,330.0,4.0,24.14,7.05,85.95,0.69,0.98,6.78,27.69,21.14,157.1,0.93,25.31,35.07,17.95,98.46,0.95,1.75,8.04
2021-11-27,2021.0,Wet,Ripening,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,10.0,+,Field1,2021.0,331.0,13.0,24.28,9.47,86.01,0.6,0.98,7.97,27.85,21.46,76.4,0.94,25.45,35.02,18.04,98.5,0.95,2.09,8.91
2021-11-28,2021.0,Wet,Ripening,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,-3.0,-,Field1,2021.0,332.0,10.0,24.85,6.0,85.36,0.73,0.97,7.96,28.8,21.94,131.8,0.93,26.3,34.9,18.49,98.4,0.95,2.12,8.92
2021-11-29,2021.0,Wet,Ripening,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-7.0,-,Field1,2021.0,333.0,5.0,24.76,2.94,87.17,0.53,0.97,8.3,28.17,22.43,126.0,0.93,25.84,35.05,18.97,98.38,0.95,2.28,9.73
2021-11-30,2021.0,Wet,Ripening,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,10.0,+,Field1,2021.0,334.0,15.0,24.18,1.14,85.0,0.74,0.97,8.49,28.34,20.76,180.2,0.92,25.74,34.77,18.34,98.33,0.95,2.17,9.46
2021-12-01,2021.0,Wet,Ripening,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-6.0,-,Field1,2021.0,335.0,7.0,24.38,1.46,88.39,0.62,0.96,8.79,29.41,21.27,245.5,0.92,26.25,34.63,18.11,98.37,0.94,2.45,8.63
2021-12-02,2021.0,Wet,Ripening,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,7.0,+,Field1,2021.0,336.0,15.0,24.83,0.44,86.25,0.6,0.96,8.23,28.96,22.69,299.2,0.91,26.07,34.83,18.85,98.4,0.94,2.33,11.25
2021-12-03,2021.0,Wet,Ripening,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,-4.0,-,Field1,2021.0,337.0,9.0,23.54,24.78,96.42,1.43,0.97,4.83,25.18,21.9,352.9,0.93,24.82,34.73,19.39,98.49,0.94,1.48,6.95
2021-12-04,2021.0,Wet,Ripening,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-7.0,-,Field1,2021.0,338.0,5.0,23.58,0.16,87.33,1.42,0.97,8.53,27.27,20.47,14.2,0.92,25.07,34.54,17.65,98.53,0.94,2.19,7.18
2021-12-05,2021.0,Wet,Ripening,Crop Growth Stage,RBB,3.0,Below Threshold,0.0,1.0,+,Field1,2021.0,339.0,3.0,25.08,0.05,80.92,1.59,0.96,8.98,30.62,21.38,13.0,0.91,27.04,33.9,18.11,98.39,0.94,2.38,9.86
2021-12-06,2021.0,Wet,Ripening,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,12.0,+,Field1,2021.0,340.0,17.0,24.06,0.01,83.58,1.48,0.95,8.99,29.7,20.38,3.4,0.9,26.2,33.63,17.55,98.32,0.93,2.37,10.45
2021-12-07,2021.0,Wet,Ripening,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,-7.0,-,Field1,2021.0,341.0,10.0,24.34,1.12,85.37,1.46,0.95,7.04,30.02,21.02,356.5,0.9,25.97,34.6,18.0,98.42,0.93,1.88,9.33
2021-12-08,2021.0,Wet,Ripening,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,-3.0,-,Field1,2021.0,342.0,7.0,25.23,0.8,79.0,0.72,0.94,8.27,30.82,20.9,22.7,0.9,26.72,34.63,17.8,98.5,0.93,2.16,9.1
2021-12-09,2021.0,Wet,Ripening,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,10.0,+,Field1,2021.0,343.0,18.0,25.38,1.84,84.51,1.39,0.94,8.46,28.94,22.18,14.6,0.9,26.69,34.57,19.07,98.43,0.93,2.21,9.39
2021-12-10,2021.0,Wet,Ripening,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,-3.0,-,Field1,2021.0,344.0,15.0,25.19,6.06,87.88,0.67,0.94,5.14,28.49,21.95,56.7,0.9,26.53,35.39,18.98,98.39,0.92,1.47,6.82
2021-12-11,2021.0,Wet,Ripening,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,-3.0,-,Field1,2021.0,345.0,11.0,25.87,1.43,80.5,0.53,0.93,9.44,30.73,21.69,91.1,0.89,26.97,34.4,18.94,98.44,0.92,2.28,7.2
2021-12-12,2021.0,Wet,Ripening,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,0.0,0,Field1,2021.0,346.0,11.0,25.35,4.53,84.67,0.48,0.93,9.18,29.9,22.25,35.0,0.9,26.74,34.92,18.97,98.44,0.92,2.35,5.37
2021-12-13,2021.0,Wet,Ripening,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,1.0,+,Field1,2021.0,347.0,10.0,25.01,14.73,83.13,0.7,0.94,9.04,30.3,20.59,74.0,0.91,26.81,34.68,18.48,98.38,0.92,2.43,7.74
2021-12-14,2021.0,Wet,Ripening,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,3.0,+,Field1,2021.0,348.0,15.0,24.79,6.09,86.25,1.23,0.94,6.35,29.18,21.39,23.1,0.9,26.12,34.62,18.96,98.35,0.92,1.84,9.18
2021-12-15,2021.0,Wet,Ripening,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-13.0,-,Field1,2021.0,349.0,0.0,24.77,2.61,83.21,1.66,0.93,8.1,31.14,19.53,12.7,0.89,26.06,34.21,18.0,98.27,0.92,2.23,7.88
2021-12-16,2021.0,Wet,Harvest,Management Stage,RBB,6.0,Economic Threshold,0.0,6.0,+,Field1,2021.0,350.0,9.0,23.22,72.07,93.76,2.15,0.95,1.41,25.23,22.16,279.3,0.96,24.26,34.7,18.4,98.14,0.93,0.47,1.33
2021-12-17,2021.0,Wet,Harvest,Management Stage,RBB,9.0,Economic Threshold,0.0,3.0,+,Field1,2021.0,351.0,9.0,23.95,7.98,89.33,1.79,0.97,7.09,27.12,21.25,198.9,0.93,25.24,34.69,18.27,98.21,0.93,1.95,8.13
2021-12-18,2021.0,Wet,Harvest,Management Stage,RBB,8.0,Economic Threshold,0.0,-1.0,-,Field1,2021.0,352.0,9.0,25.57,1.11,76.53,0.41,0.96,10.17,31.17,20.46,168.7,0.91,26.3,33.55,17.32,98.45,0.93,2.5,5.06
2021-12-19,2021.0,Wet,Harvest,Management Stage,RBB,10.0,Economic Damage,0.0,2.0,+,Field1,2021.0,353.0,12.0,24.7,9.32,85.91,0.69,0.96,9.2,29.63,21.32,82.7,0.91,26.23,34.46,18.33,98.61,0.93,2.39,6.52
2021-12-20,2021.0,Wet,Harvest,Management Stage,RBB,4.0,Below Threshold,0.0,-6.0,-,Field1,2021.0,354.0,4.0,23.99,6.35,85.65,0.73,0.96,10.22,29.61,19.86,63.7,0.92,26.22,33.86,18.18,98.68,0.93,2.53,5.84
2021-12-21,2021.0,Wet,Fallow,Management Stage,RBB,0.0,Below Threshold,0.0,-4.0,-,Field1,2021.0,355.0,0.0,22.54,0.25,87.1,0.68,0.95,5.9,26.88,18.79,65.4,0.91,24.13,34.53,16.9,98.74,0.93,1.65,8.03
2021-12-22,2021.0,Wet,Fallow,Management Stage,RBB,4.0,Below Threshold,0.0,4.0,+,Field1,2021.0,356.0,6.0,24.22,0.45,80.39,0.65,0.95,6.67,28.61,20.25,61.3,0.9,24.84,34.11,16.82,98.69,0.93,1.9,9.57
2021-12-23,2021.0,Wet,Fallow,Management Stage,RBB,2.0,Below Threshold,0.0,-2.0,-,Field1,2021.0,357.0,5.0,23.7,0.79,84.66,0.8,0.94,9.0,28.99,19.31,45.6,0.9,25.19,33.88,17.29,98.55,0.92,2.38,8.46
2021-12-24,2021.0,Wet,Fallow,Management Stage,RBB,0.0,Below Threshold,0.0,-2.0,-,Field1,2021.0,358.0,0.0,23.68,2.11,82.59,0.78,0.94,8.31,28.76,19.18,48.1,0.9,25.17,34.29,17.14,98.56,0.92,2.32,10.13
2021-12-25,2021.0,Wet,Fallow,Management Stage,RBB,3.0,Below Threshold,0.0,3.0,+,Field1,2021.0,359.0,4.0,23.41,13.55,87.24,0.97,0.94,9.22,28.02,20.68,47.3,0.91,25.35,34.33,17.6,98.59,0.92,2.32,7.49
2021-12-26,2021.0,Wet,Fallow,Management Stage,RBB,0.0,Below Threshold,0.0,-3.0,-,Field1,2021.0,360.0,0.0,23.9,1.14,82.72,0.95,0.94,8.67,29.34,19.73,50.7,0.9,25.48,34.26,17.31,98.64,0.92,2.28,8.97
2021-12-27,2021.0,Wet,Fallow,Management Stage,RBB,4.0,Below Threshold,0.0,4.0,+,Field1,2021.0,361.0,6.0,23.08,3.7,86.99,0.87,0.94,8.43,26.38,20.18,47.8,0.9,24.44,34.06,17.3,98.75,0.92,2.32,9.88
2021-12-28,2021.0,Wet,Fallow,Management Stage,RBB,4.0,Below Threshold,0.0,0.0,0,Field1,2021.0,362.0,7.0,23.11,3.26,89.24,0.83,0.94,7.08,26.84,19.43,55.6,0.9,24.57,33.75,17.53,98.78,0.92,2.03,9.49
2021-12-29,2021.0,Wet,Fallow,Management Stage,RBB,1.0,Below Threshold,0.0,-3.0,-,Field1,2021.0,363.0,2.0,22.16,5.39,87.66,1.29,0.94,7.09,25.16,19.57,53.7,0.9,23.85,33.82,16.63,98.75,0.92,2.14,9.52
2021-12-30,2021.0,Wet,Fallow,Management Stage,RBB,0.0,Below Threshold,0.0,-1.0,-,Field1,2021.0,364.0,0.0,22.89,9.72,88.72,1.37,0.93,7.88,28.28,19.5,64.5,0.9,24.52,33.74,17.01,98.71,0.91,2.14,8.15
2021-12-31,2021.0,Wet,Fallow,Management Stage,RBB,0.0,Below Threshold,0.0,0.0,0,Field1,2021.0,365.0,0.0,22.21,1.15,89.53,1.26,0.93,6.55,25.86,19.67,47.2,0.89,24.19,34.42,16.95,98.76,0.91,1.75,9.66
2022-01-01,2022.0,Wet,Fallow,Management Stage,RBB,4.0,Below Threshold,0.0,4.0,+,Field1,2022.0,1.0,4.0,22.38,1.66,91.7,1.24,0.93,8.14,25.75,20.35,48.3,0.89,23.68,34.1,17.2,98.72,0.91,2.2,10.23
2022-01-02,2022.0,Wet,Fallow,Management Stage,RBB,4.0,Below Threshold,0.0,0.0,0,Field1,2022.0,2.0,4.0,22.92,0.51,87.73,1.2,0.93,7.89,26.37,20.54,72.4,0.89,24.3,33.69,16.94,98.66,0.91,2.11,10.58
2022-01-03,2022.0,Wet,Fallow,Management Stage,RBB,2.0,Below Threshold,0.0,-2.0,-,Field1,2022.0,3.0,2.0,23.92,13.38,88.03,1.07,0.92,6.84,28.52,20.64,77.3,0.9,25.72,34.56,17.86,98.61,0.91,1.81,7.94
2022-01-04,2022.0,Wet,Fallow,Management Stage,RBB,1.0,Below Threshold,0.0,-1.0,-,Field1,2022.0,4.0,1.0,23.36,0.64,86.29,1.12,0.93,7.85,27.42,20.52,35.0,0.89,25.07,34.43,17.31,98.65,0.91,1.97,8.16
